QueryA;QueryB;Boomerang_res;Boomerang_time(ms);Boomerang_timeout;Sridharan_res;Sridharan_time(ms);Sridharan_timeout;Dacong_res;Dacong_time(ms);Dacong_timeout
BackwardQuery: (<antlr.DefineGrammarSymbols: void abortGrammar()> $r1 = r0.grammar,r0 (DefineGrammarSymbols.abortGrammar));BackwardQuery: (<antlr.DefineGrammarSymbols: void startParser(java.lang.String,antlr.Token,java.lang.String,java.lang.String)> r0.grammar = $r7,r0 (DefineGrammarSymbols.startParser));false;0;false;true;348;false;true;3;false
BackwardQuery: (<antlr.Parser: void <init>(antlr.ParserSharedInputState)> r0.inputState = r1,r0 (Parser.<init>));BackwardQuery: (<antlr.ANTLRParser: void tokensSpec()> $r10 = r0.inputState,r0 (ANTLRParser.tokensSpec));true;526;false;true;228;false;true;0;false
BackwardQuery: (<antlr.DefineGrammarSymbols: void endOptions()> $r123 = r0.grammar,r0 (DefineGrammarSymbols.endOptions));BackwardQuery: (<antlr.DefineGrammarSymbols: void abortGrammar()> r0.grammar = varReplacer2447,r0 (DefineGrammarSymbols.abortGrammar));true;-1;true;true;281;false;true;14;false
BackwardQuery: (<antlr.MakeGrammar: void refStringLiteral(antlr.Token,antlr.Token,int,boolean)> $z2 = $r7.caseSensitive,$r7 (MakeGrammar.refStringLiteral));BackwardQuery: (<antlr.LexerGrammar: boolean setOption(java.lang.String,antlr.Token)> r0.caseSensitive = varReplacer2664,r0 (LexerGrammar.setOption));true;-1;true;true;734;false;true;341;false
BackwardQuery: (<antlr.preprocessor.Rule: boolean getBang()> $z0 = r0.bang,r0 (Rule.getBang));BackwardQuery: (<antlr.preprocessor.Rule: void setBang()> r0.bang = varReplacer1800,r0 (Rule.setBang));false;2;false;true;-1;true;true;1;false
BackwardQuery: (<antlr.MakeGrammar: void synPred()> $r17 = $r16.blockEnd,$r16 (MakeGrammar.synPred));BackwardQuery: (<antlr.MakeGrammar: void oneOrMoreSubRule()> $r14.blockEnd = $r15,$r14 (MakeGrammar.oneOrMoreSubRule));true;-1;true;true;-1;true;true;10;false
BackwardQuery: (<antlr.DefineGrammarSymbols: void endOptions()> $r81 = r0.grammar,r0 (DefineGrammarSymbols.endOptions));BackwardQuery: (<antlr.DefineGrammarSymbols: void startTreeWalker(java.lang.String,antlr.Token,java.lang.String,java.lang.String)> r0.grammar = $r7,r0 (DefineGrammarSymbols.startTreeWalker));true;-1;true;true;358;false;true;0;false
BackwardQuery: (<antlr.ANTLRLexer: void mINT(boolean)> r0._returnToken = r8,r0 (ANTLRLexer.mINT));BackwardQuery: (<antlr.CharScanner: void <init>()> r0._returnToken = varReplacer1661,r0 (CharScanner.<init>));true;-1;true;true;-1;true;true;464;false
BackwardQuery: (<antlr.Grammar: void <init>(java.lang.String,antlr.Tool,java.lang.String)> r0.traceRules = varReplacer2398,r0 (Grammar.<init>));BackwardQuery: (<antlr.ParserGrammar: void processArguments(java.lang.String[])> r0.traceRules = varReplacer2410,r0 (ParserGrammar.processArguments));true;-1;true;true;598;false;true;0;false
BackwardQuery: (<antlr.preprocessor.PreprocessorLexer: void mACTION(boolean)> r0._returnToken = r7,r0 (PreprocessorLexer.mACTION));BackwardQuery: (<antlr.preprocessor.PreprocessorLexer: antlr.Token nextToken()> $r15 = r0._returnToken,r0 (PreprocessorLexer.nextToken));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<antlr.preprocessor.Tool: void processArguments(java.lang.String[])> $r20 = r0.antlrTool,r0 (Tool.processArguments));BackwardQuery: (<antlr.preprocessor.Tool: void <init>(antlr.Tool,java.lang.String[])> r0.antlrTool = r1,r0 (Tool.<init>));true;25;false;true;251;false;true;0;false
BackwardQuery: (<antlr.MakeGrammar: void beginSubRule(antlr.Token,antlr.Token,boolean)> $r5.block = $r6,$r5 (MakeGrammar.beginSubRule));BackwardQuery: (<antlr.MakeGrammar: void refAction(antlr.Token)> $r3 = $r2.block,$r2 (MakeGrammar.refAction));true;-1;true;true;-1;true;true;8;false
BackwardQuery: (<antlr.MakeGrammar: void synPred()> $r14.blockEnd = $r15,$r14 (MakeGrammar.synPred));BackwardQuery: (<antlr.MakeGrammar: void zeroOrMoreSubRule()> $r17 = $r16.blockEnd,$r16 (MakeGrammar.zeroOrMoreSubRule));true;-1;true;true;-1;true;true;8;false
BackwardQuery: (<antlr.DefineGrammarSymbols: void setGrammarOption(antlr.Token,antlr.Token)> $r24 = r0.grammar,r0 (DefineGrammarSymbols.setGrammarOption));BackwardQuery: (<antlr.DefineGrammarSymbols: void reset()> r0.grammar = varReplacer2407,r0 (DefineGrammarSymbols.reset));true;-1;true;true;254;false;true;17;false
BackwardQuery: (<antlr.MakeGrammar: void refStringLiteral(antlr.Token,antlr.Token,int,boolean)> $r17 = r0.grammar,r0 (MakeGrammar.refStringLiteral));BackwardQuery: (<antlr.DefineGrammarSymbols: void startLexer(java.lang.String,antlr.Token,java.lang.String,java.lang.String)> r0.grammar = r6,r0 (DefineGrammarSymbols.startLexer));true;-1;true;true;251;false;true;456;false
BackwardQuery: (<antlr.RuleRefElement: void setIdAssign(java.lang.String)> r0.idAssign = r1,r0 (RuleRefElement.setIdAssign));BackwardQuery: (<antlr.RuleRefElement: void <init>(antlr.Grammar,antlr.Token,int)> r0.idAssign = varReplacer2171,r0 (RuleRefElement.<init>));true;-1;true;true;489;false;true;0;false
BackwardQuery: (<antlr.ANTLRLexer: void mRPAREN(boolean)> r0._returnToken = r6,r0 (ANTLRLexer.mRPAREN));BackwardQuery: (<antlr.CharScanner: void <init>()> r0._returnToken = varReplacer1661,r0 (CharScanner.<init>));true;-1;true;true;-1;true;true;218;false
BackwardQuery: (<antlr.ANTLRLexer: void mWS_LOOP(boolean)> r0._returnToken = r6,r0 (ANTLRLexer.mWS_LOOP));BackwardQuery: (<antlr.ANTLRLexer: void mSTRING_LITERAL(boolean)> r0._returnToken = r7,r0 (ANTLRLexer.mSTRING_LITERAL));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<antlr.MakeGrammar: void refArgAction(antlr.Token)> $r3 = $r2.block,$r2 (MakeGrammar.refArgAction));BackwardQuery: (<antlr.MakeGrammar: void defineRuleName(antlr.Token,java.lang.String,boolean,java.lang.String)> $r15.block = r5,$r15 (MakeGrammar.defineRuleName));true;-1;true;true;-1;true;true;4;false
BackwardQuery: (<antlr.ANTLRLexer: void mRPAREN(boolean)> r0._returnToken = r6,r0 (ANTLRLexer.mRPAREN));BackwardQuery: (<antlr.ANTLRLexer: antlr.Token nextToken()> $r3 = r0._returnToken,r0 (ANTLRLexer.nextToken));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<antlr.ANTLRLexer: void mTREE_BEGIN(boolean)> r0._returnToken = r6,r0 (ANTLRLexer.mTREE_BEGIN));BackwardQuery: (<antlr.ANTLRLexer: void mARG_ACTION(boolean)> r0._returnToken = r8,r0 (ANTLRLexer.mARG_ACTION));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<antlr.ANTLRLexer: void mCOMMA(boolean)> r0._returnToken = r6,r0 (ANTLRLexer.mCOMMA));BackwardQuery: (<antlr.ANTLRLexer: void mPLUS(boolean)> r0._returnToken = r6,r0 (ANTLRLexer.mPLUS));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<antlr.MakeGrammar: void beginTree(antlr.Token)> $r10 = r0.tool,r0 (MakeGrammar.beginTree));BackwardQuery: (<antlr.DefineGrammarSymbols: void <init>(antlr.Tool,java.lang.String[],antlr.LLkAnalyzer)> r0.tool = r1,r0 (DefineGrammarSymbols.<init>));true;-1;true;true;240;false;true;470;false
BackwardQuery: (<antlr.ANTLRLexer: void mCARET(boolean)> r0._returnToken = r6,r0 (ANTLRLexer.mCARET));BackwardQuery: (<antlr.ANTLRLexer: void mARG_ACTION(boolean)> r0._returnToken = r8,r0 (ANTLRLexer.mARG_ACTION));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<antlr.MakeGrammar: void refCharRange(antlr.Token,antlr.Token,antlr.Token,int,boolean)> $r19 = r0.tool,r0 (MakeGrammar.refCharRange));BackwardQuery: (<antlr.DefineGrammarSymbols: void <init>(antlr.Tool,java.lang.String[],antlr.LLkAnalyzer)> r0.tool = r1,r0 (DefineGrammarSymbols.<init>));true;-1;true;true;236;false;true;603;false
BackwardQuery: (<antlr.DefineGrammarSymbols: void reset()> r0.grammar = varReplacer2407,r0 (DefineGrammarSymbols.reset));BackwardQuery: (<antlr.DefineGrammarSymbols: void endOptions()> $r82 = r0.grammar,r0 (DefineGrammarSymbols.endOptions));true;-1;true;true;255;false;true;0;false
BackwardQuery: (<antlr.Grammar: void <init>(java.lang.String,antlr.Tool,java.lang.String)> r0.exportVocab = varReplacer2381,r0 (Grammar.<init>));BackwardQuery: (<antlr.DefineGrammarSymbols: void endOptions()> $r4 = $r3.exportVocab,$r3 (DefineGrammarSymbols.endOptions));true;-1;true;true;355;false;true;0;false
BackwardQuery: (<antlr.ANTLRParser: void classDef()> $r3.guessing = $i7,$r3 (ANTLRParser.classDef));BackwardQuery: (<antlr.ANTLRParser: void rule()> $i13 = $r47.guessing,$r47 (ANTLRParser.rule));true;-1;true;true;251;false;true;1;false
BackwardQuery: (<antlr.ANTLRHashString: char charAt(int)> $r3 = r0.s,r0 (ANTLRHashString.charAt));BackwardQuery: (<antlr.ANTLRHashString: void setBuffer(char[],int)> r0.s = varReplacer3199,r0 (ANTLRHashString.setBuffer));true;-1;true;true;-1;true;true;1;false
BackwardQuery: (<antlr.MakeGrammar: void refStringLiteral(antlr.Token,antlr.Token,int,boolean)> $r10 = r0.grammar,r0 (MakeGrammar.refStringLiteral));BackwardQuery: (<antlr.DefineGrammarSymbols: void abortGrammar()> r0.grammar = varReplacer2447,r0 (DefineGrammarSymbols.abortGrammar));true;-1;true;true;263;false;true;460;false
BackwardQuery: (<antlr.preprocessor.Preprocessor: void setTool(antlr.Tool)> r0.antlrTool = r1,r0 (Preprocessor.setTool));BackwardQuery: (<antlr.preprocessor.Preprocessor: antlr.Tool getTool()> $r1 = r0.antlrTool,r0 (Preprocessor.getTool));true;84;false;true;223;false;true;0;false
BackwardQuery: (<antlr.collections.impl.BitSet: void orInPlace(antlr.collections.impl.BitSet)> $r5 = r1.bits,r1 (BitSet.orInPlace));BackwardQuery: (<antlr.collections.impl.BitSet: void growToInclude(int)> r0.bits = r1,r0 (BitSet.growToInclude));false;24;false;true;-1;true;true;4;false
BackwardQuery: (<antlr.preprocessor.PreprocessorLexer: void mSTRING_LITERAL(boolean)> r0._returnToken = r7,r0 (PreprocessorLexer.mSTRING_LITERAL));BackwardQuery: (<antlr.preprocessor.PreprocessorLexer: void mASSIGN_RHS(boolean)> r0._returnToken = r9,r0 (PreprocessorLexer.mASSIGN_RHS));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<antlr.preprocessor.PreprocessorLexer: void mCOMMENT(boolean)> r0._returnToken = r8,r0 (PreprocessorLexer.mCOMMENT));BackwardQuery: (<antlr.preprocessor.PreprocessorLexer: void mELEMENT(boolean)> r0._returnToken = r10,r0 (PreprocessorLexer.mELEMENT));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<antlr.DefineGrammarSymbols: void endOptions()> $r108 = r0.grammar,r0 (DefineGrammarSymbols.endOptions));BackwardQuery: (<antlr.DefineGrammarSymbols: void reset()> r0.grammar = varReplacer2407,r0 (DefineGrammarSymbols.reset));false;0;false;true;252;false;true;2;false
BackwardQuery: (<antlr.MakeGrammar: void setBlock(antlr.AlternativeBlock,antlr.AlternativeBlock)> $r3 = r1.initAction,r1 (MakeGrammar.setBlock));BackwardQuery: (<antlr.AlternativeBlock: void <init>(antlr.Grammar)> r0.initAction = varReplacer2239,r0 (AlternativeBlock.<init>));true;-1;true;true;-1;true;true;13;false
BackwardQuery: (<antlr.DefineGrammarSymbols: void startTreeWalker(java.lang.String,antlr.Token,java.lang.String,java.lang.String)> $r17.preambleAction = $r16,$r17 (DefineGrammarSymbols.startTreeWalker));BackwardQuery: (<antlr.DefineGrammarSymbols: void startLexer(java.lang.String,antlr.Token,java.lang.String,java.lang.String)> r6.preambleAction = $r13,r6 (DefineGrammarSymbols.startLexer));true;-1;true;true;367;false;false;0;false
BackwardQuery: (<antlr.collections.impl.LList: java.lang.Object deleteHead()> r0.head = $r5,r0 (LList.deleteHead));BackwardQuery: (<antlr.collections.impl.LList: java.lang.Object top()> $r2 = r0.head,r0 (LList.top));true;-1;true;true;490;false;true;1;false
BackwardQuery: (<antlr.collections.impl.LList: void <init>()> r0.tail = varReplacer1585,r0 (LList.<init>));BackwardQuery: (<antlr.collections.impl.LList: void insertHead(java.lang.Object)> r0.tail = $r6,r0 (LList.insertHead));true;-1;true;true;350;false;true;0;false
BackwardQuery: (<antlr.MakeGrammar: void refRule(antlr.Token,antlr.Token,antlr.Token,antlr.Token,int)> $r10 = r0.lastRuleRef,r0 (MakeGrammar.refRule));BackwardQuery: (<antlr.MakeGrammar: void reset()> r0.lastRuleRef = varReplacer2400,r0 (MakeGrammar.reset));true;-1;true;true;255;false;true;-1;true
BackwardQuery: (<antlr.CharQueue: void append(char)> $i2 = r0.nbrEntries,r0 (CharQueue.append));BackwardQuery: (<antlr.CharQueue: void init(int)> r0.nbrEntries = varReplacer1617,r0 (CharQueue.init));true;-1;true;true;-1;true;true;-1;true
BackwardQuery: (<antlr.preprocessor.Tool: void <init>(antlr.Tool,java.lang.String[])> r0.antlrTool = r1,r0 (Tool.<init>));BackwardQuery: (<antlr.preprocessor.Tool: boolean preprocess()> $r23 = r0.antlrTool,r0 (Tool.preprocess));true;25;false;true;233;false;true;2;false
BackwardQuery: (<antlr.preprocessor.PreprocessorLexer: void mCOMMENT(boolean)> r0._returnToken = r8,r0 (PreprocessorLexer.mCOMMENT));BackwardQuery: (<antlr.preprocessor.PreprocessorLexer: void mASSIGN_RHS(boolean)> r0._returnToken = r9,r0 (PreprocessorLexer.mASSIGN_RHS));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<antlr.NoViableAltForCharException: void <init>(char,java.lang.String,int,int)> r0.foundChar = c0,r0 (NoViableAltForCharException.<init>));BackwardQuery: (<antlr.NoViableAltForCharException: java.lang.String getMessage()> $c12 = r0.foundChar,r0 (NoViableAltForCharException.getMessage));false;14;false;true;-1;true;true;0;false
BackwardQuery: (<antlr.MakeGrammar: void refRule(antlr.Token,antlr.Token,antlr.Token,antlr.Token,int)> $r27 = r0.grammar,r0 (MakeGrammar.refRule));BackwardQuery: (<antlr.DefineGrammarSymbols: void startTreeWalker(java.lang.String,antlr.Token,java.lang.String,java.lang.String)> r0.grammar = $r7,r0 (DefineGrammarSymbols.startTreeWalker));true;-1;true;true;399;false;true;-1;true
BackwardQuery: (<antlr.ANTLRLexer: void mLPAREN(boolean)> r0._returnToken = r6,r0 (ANTLRLexer.mLPAREN));BackwardQuery: (<antlr.ANTLRLexer: void mQUESTION(boolean)> r0._returnToken = r6,r0 (ANTLRLexer.mQUESTION));true;-1;true;true;-1;true;true;1;false
BackwardQuery: (<antlr.preprocessor.PreprocessorLexer: void mSTRING_LITERAL(boolean)> r0._returnToken = r7,r0 (PreprocessorLexer.mSTRING_LITERAL));BackwardQuery: (<antlr.preprocessor.PreprocessorLexer: void mELEMENT(boolean)> r0._returnToken = r10,r0 (PreprocessorLexer.mELEMENT));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<antlr.collections.impl.BitSet: void orInPlace(antlr.collections.impl.BitSet)> $r4 = r0.bits,r0 (BitSet.orInPlace));BackwardQuery: (<antlr.collections.impl.BitSet: void growToInclude(int)> r0.bits = r1,r0 (BitSet.growToInclude));false;24;false;true;-1;true;true;2;false
BackwardQuery: (<antlr.ANTLRLexer: void mXDIGIT(boolean)> r0._returnToken = r8,r0 (ANTLRLexer.mXDIGIT));BackwardQuery: (<antlr.ANTLRLexer: antlr.Token nextToken()> $r15 = r0._returnToken,r0 (ANTLRLexer.nextToken));true;-1;true;true;-1;true;true;1;false
BackwardQuery: (<antlr.preprocessor.Rule: java.lang.String toString()> $r33 = r0.block,r0 (Rule.toString));BackwardQuery: (<antlr.preprocessor.Rule: void <init>(java.lang.String,java.lang.String,antlr.collections.impl.IndexedVector,antlr.preprocessor.Grammar)> r0.block = r2,r0 (Rule.<init>));false;1;false;true;-1;true;true;2;false
BackwardQuery: (<antlr.DefineGrammarSymbols: void startLexer(java.lang.String,antlr.Token,java.lang.String,java.lang.String)> r0.grammar = r6,r0 (DefineGrammarSymbols.startLexer));BackwardQuery: (<antlr.MakeGrammar: void refCharRange(antlr.Token,antlr.Token,antlr.Token,int,boolean)> $r6 = r0.grammar,r0 (MakeGrammar.refCharRange));true;-1;true;true;250;false;true;9;false
BackwardQuery: (<antlr.ANTLRLexer: void mML_COMMENT(boolean)> r0._returnToken = r7,r0 (ANTLRLexer.mML_COMMENT));BackwardQuery: (<antlr.ANTLRLexer: void mQUESTION(boolean)> r0._returnToken = r6,r0 (ANTLRLexer.mQUESTION));true;-1;true;true;-1;true;true;1;false
BackwardQuery: (<antlr.SimpleTokenManager: void setReadOnly(boolean)> r0.readOnly = z0,r0 (SimpleTokenManager.setReadOnly));BackwardQuery: (<antlr.SimpleTokenManager: void <init>(java.lang.String,antlr.Tool)> r0.readOnly = varReplacer2365,r0 (SimpleTokenManager.<init>));false;11;false;true;219;false;true;0;false
BackwardQuery: (<antlr.CharScanner: void <init>()> r0._returnToken = varReplacer1661,r0 (CharScanner.<init>));BackwardQuery: (<antlr.ANTLRTokdefLexer: void mRPAREN(boolean)> r0._returnToken = r6,r0 (ANTLRTokdefLexer.mRPAREN));true;-1;true;true;749;false;true;2;false
BackwardQuery: (<antlr.preprocessor.PreprocessorLexer: void mCOMMENT(boolean)> r0._returnToken = r8,r0 (PreprocessorLexer.mCOMMENT));BackwardQuery: (<antlr.preprocessor.PreprocessorLexer: void mRULE_BLOCK(boolean)> r0._returnToken = r28,r0 (PreprocessorLexer.mRULE_BLOCK));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<antlr.preprocessor.Tool: boolean preprocess()> $r9 = r0.grammarFileName,r0 (Tool.preprocess));BackwardQuery: (<antlr.preprocessor.Tool: void processArguments(java.lang.String[])> r0.grammarFileName = $r6,r0 (Tool.processArguments));true;28;false;true;222;false;true;0;false
BackwardQuery: (<antlr.Tool: boolean hasError()> $z0 = r0.hasError,r0 (Tool.hasError));BackwardQuery: (<antlr.Tool: void error(java.lang.String,java.lang.String,int,int)> r0.hasError = varReplacer2129,r0 (Tool.error));true;-1;true;true;-1;true;true;3;false
BackwardQuery: (<antlr.MakeGrammar: void setBlock(antlr.AlternativeBlock,antlr.AlternativeBlock)> $z4 = r1.greedy,r1 (MakeGrammar.setBlock));BackwardQuery: (<antlr.AlternativeBlock: void <init>(antlr.Grammar,antlr.Token,boolean)> r0.greedy = varReplacer2179,r0 (AlternativeBlock.<init>));true;-1;true;true;-1;true;true;14;false
BackwardQuery: (<antlr.MakeGrammar: void refMemberAction(antlr.Token)> $r2 = r0.grammar,r0 (MakeGrammar.refMemberAction));BackwardQuery: (<antlr.DefineGrammarSymbols: void startLexer(java.lang.String,antlr.Token,java.lang.String,java.lang.String)> r0.grammar = r6,r0 (DefineGrammarSymbols.startLexer));true;-1;true;true;258;false;true;0;false
