QueryA;QueryB;Boomerang_res;Boomerang_time(ms);Boomerang_timeout;Sridharan_res;Sridharan_time(ms);Sridharan_timeout;Dacong_res;Dacong_time(ms);Dacong_timeout
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void <init>(java.lang.String[])> r0.quiet = $r4,r0 (CommandLineOptions.<init>));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: java.lang.Boolean isQuiet()> $r1 = r0.quiet,r0 (CommandLineOptions.isQuiet));true;784;false;true;433;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void <init>(java.lang.String[])> r0.inputmode = varReplacer1298,r0 (CommandLineOptions.<init>));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: org.apache.fop.apps.InputHandler getInputHandler()> $i0 = r0.inputmode,r0 (CommandLineOptions.getInputHandler));true;775;false;true;487;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.Options: void loadUserconfiguration(org.xml.sax.InputSource)> $z0 = r0.errorDump,r0 (Options.loadUserconfiguration));BackwardQuery: (<org.apache.fop.apps.Options: void <init>()> r0.errorDump = varReplacer1608,r0 (Options.<init>));true;77;false;true;507;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void debug()> $i0 = r0.inputmode,r0 (CommandLineOptions.debug));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: boolean parseOptions(java.lang.String[])> r0.inputmode = varReplacer1379,r0 (CommandLineOptions.parseOptions));true;-1;true;true;498;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: boolean parseOptions(java.lang.String[])> r0.outfile = $r69,r0 (CommandLineOptions.parseOptions));BackwardQuery: (<org.apache.fop.apps.Fop: void main(java.lang.String[])> $r18 = r20.outfile,r20 (Fop.main));false;447;false;true;472;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void debug()> $r36 = r0.rendererOptions,r0 (CommandLineOptions.debug));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void <init>(java.lang.String[])> r0.rendererOptions = $r7,r0 (CommandLineOptions.<init>));false;0;false;true;466;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: boolean parseOptions(java.lang.String[])> r0.outfile = $r98,r0 (CommandLineOptions.parseOptions));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void debug()> $r61 = r0.outfile,r0 (CommandLineOptions.debug));true;967;false;true;563;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: boolean parseOptions(java.lang.String[])> r0.xsltfile = $r106,r0 (CommandLineOptions.parseOptions));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void checkSettings()> $r34 = r0.xsltfile,r0 (CommandLineOptions.checkSettings));false;403;false;true;442;false;true;0;false
BackwardQuery: (<org.apache.fop.pdf.PDFEncryption: void init()> $r2 = r0.ownerPassword,r0 (PDFEncryption.init));BackwardQuery: (<org.apache.fop.pdf.PDFEncryption: void <init>(int)> r0.ownerPassword = varReplacer2374,r0 (PDFEncryption.<init>));true;832;false;true;459;false;true;10;false
BackwardQuery: (<org.apache.fop.pdf.PDFEncryption: void <init>(int)> r0.allowEditContent = varReplacer2375,r0 (PDFEncryption.<init>));BackwardQuery: (<org.apache.fop.pdf.PDFEncryption: void setAllowEditContent(boolean)> r0.allowEditContent = z0,r0 (PDFEncryption.setAllowEditContent));true;716;false;true;430;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void setLogger(org.apache.avalon.framework.logger.Logger)> r0.log = r1,r0 (CommandLineOptions.setLogger));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void debug()> $r114 = r0.log,r0 (CommandLineOptions.debug));true;926;false;true;418;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: java.lang.Boolean dumpConfiguration()> $r1 = r0.dumpConfiguration,r0 (CommandLineOptions.dumpConfiguration));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void <init>(java.lang.String[])> r0.dumpConfiguration = $r3,r0 (CommandLineOptions.<init>));true;765;false;true;424;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void setLogger(org.apache.avalon.framework.logger.Logger)> r0.log = r1,r0 (CommandLineOptions.setLogger));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void debug()> $r90 = r0.log,r0 (CommandLineOptions.debug));true;-1;true;true;413;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void debug()> $r54 = r0.log,r0 (CommandLineOptions.debug));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void setLogger(org.apache.avalon.framework.logger.Logger)> r0.log = r1,r0 (CommandLineOptions.setLogger));true;947;false;true;417;false;true;0;false
BackwardQuery: (<org.apache.fop.pdf.PDFEncryption: void <init>(int)> r0.fileID = varReplacer2382,r0 (PDFEncryption.<init>));BackwardQuery: (<org.apache.fop.pdf.PDFEncryption: byte[] getFileID()> $r4 = r0.fileID,r0 (PDFEncryption.getFileID));true;704;false;true;425;false;true;0;false
BackwardQuery: (<org.apache.fop.pdf.PDFEncryption: void <init>(int)> r0.digest = $r2,r0 (PDFEncryption.<init>));BackwardQuery: (<org.apache.fop.pdf.PDFEncryption: byte[] encryptWithHash(byte[],byte[],int)> $r3 = r0.digest,r0 (PDFEncryption.encryptWithHash));true;849;false;true;440;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: boolean parseOptions(java.lang.String[])> r0.fofile = $r110,r0 (CommandLineOptions.parseOptions));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void debug()> $r116 = r0.fofile,r0 (CommandLineOptions.debug));false;395;false;true;424;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: java.io.File getOutputFile()> $r1 = r0.outfile,r0 (CommandLineOptions.getOutputFile));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: boolean parseOptions(java.lang.String[])> r0.outfile = $r98,r0 (CommandLineOptions.parseOptions));true;952;false;true;414;false;true;4;false
BackwardQuery: (<org.apache.fop.pdf.PDFDocument: org.apache.fop.pdf.PDFInfo makeInfo()> $i0 = r0.objectcount,r0 (PDFDocument.makeInfo));BackwardQuery: (<org.apache.fop.pdf.PDFDocument: org.apache.fop.pdf.PDFRoot makeRoot(org.apache.fop.pdf.PDFPages)> r0.objectcount = $i1,r0 (PDFDocument.makeRoot));true;248;false;true;424;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void debug()> $r79 = r0.outfile,r0 (CommandLineOptions.debug));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void <init>(java.lang.String[])> r0.outfile = varReplacer1289,r0 (CommandLineOptions.<init>));true;747;false;true;420;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void setLogger(org.apache.avalon.framework.logger.Logger)> r0.log = r1,r0 (CommandLineOptions.setLogger));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void debug()> $r38 = r0.log,r0 (CommandLineOptions.debug));false;430;false;true;439;false;true;0;false
BackwardQuery: (<org.apache.fop.pdf.PDFEncryption: void <init>(int)> r0.userPassword = varReplacer2379,r0 (PDFEncryption.<init>));BackwardQuery: (<org.apache.fop.pdf.PDFEncryption: void init()> $r5 = r0.userPassword,r0 (PDFEncryption.init));true;710;false;true;440;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void <init>(java.lang.String[])> r0.outputmode = varReplacer1297,r0 (CommandLineOptions.<init>));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void debug()> $i1 = r0.outputmode,r0 (CommandLineOptions.debug));true;818;false;true;425;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.Fop: void main(java.lang.String[])> $r19 = r20.outfile,r20 (Fop.main));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void <init>(java.lang.String[])> r0.outfile = varReplacer1289,r0 (CommandLineOptions.<init>));false;0;false;true;424;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: boolean parseOptions(java.lang.String[])> r0.fofile = $r53,r0 (CommandLineOptions.parseOptions));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: org.apache.fop.apps.InputHandler getInputHandler()> $r7 = r0.fofile,r0 (CommandLineOptions.getInputHandler));true;-1;true;true;532;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: boolean parseOptions(java.lang.String[])> r0.outfile = $r43,r0 (CommandLineOptions.parseOptions));BackwardQuery: (<org.apache.fop.apps.Fop: void main(java.lang.String[])> $r10 = r20.outfile,r20 (Fop.main));false;431;false;true;417;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void <init>(java.lang.String[])> r0.inputmode = varReplacer1298,r0 (CommandLineOptions.<init>));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void checkSettings()> $i0 = r0.inputmode,r0 (CommandLineOptions.checkSettings));true;789;false;true;462;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.FOInputHandler: void <init>(java.io.File)> r0.fofile = r1,r0 (FOInputHandler.<init>));BackwardQuery: (<org.apache.fop.apps.FOInputHandler: org.xml.sax.InputSource getInputSource()> $r4 = r0.fofile,r0 (FOInputHandler.getInputSource));true;77;false;true;470;false;true;3;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: boolean parseOptions(java.lang.String[])> r0.outfile = $r69,r0 (CommandLineOptions.parseOptions));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void debug()> $r92 = r0.outfile,r0 (CommandLineOptions.debug));false;442;false;true;482;false;true;0;false
BackwardQuery: (<org.apache.fop.pdf.PDFEncryption: void <init>(int)> r0.digest = $r2,r0 (PDFEncryption.<init>));BackwardQuery: (<org.apache.fop.pdf.PDFEncryption: void init()> $r10 = r0.digest,r0 (PDFEncryption.init));true;894;false;true;541;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void setLogger(org.apache.avalon.framework.logger.Logger)> r0.log = r1,r0 (CommandLineOptions.setLogger));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void debug()> $r70 = r0.log,r0 (CommandLineOptions.debug));true;-1;true;true;544;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void <init>(java.lang.String[])> r0.fofile = varReplacer1288,r0 (CommandLineOptions.<init>));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void checkSettings()> $r28 = r0.fofile,r0 (CommandLineOptions.checkSettings));true;817;false;true;677;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void <init>(java.lang.String[])> r0.rendererOptions = $r7,r0 (CommandLineOptions.<init>));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: int getRenderer()> $r2 = r0.rendererOptions,r0 (CommandLineOptions.getRenderer));true;854;false;true;461;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void <init>(java.lang.String[])> r0.quiet = $r4,r0 (CommandLineOptions.<init>));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void debug()> $r8 = r0.quiet,r0 (CommandLineOptions.debug));true;809;false;true;570;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: boolean parseOptions(java.lang.String[])> r0.outfile = $r51,r0 (CommandLineOptions.parseOptions));BackwardQuery: (<org.apache.fop.apps.Fop: void main(java.lang.String[])> $r9 = r20.outfile,r20 (Fop.main));false;613;false;true;530;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: boolean encryptionAvailable()> r0.pdfEncryptionAvailable = varReplacer1457,r0 (CommandLineOptions.encryptionAvailable));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void <init>(java.lang.String[])> r0.pdfEncryptionAvailable = varReplacer1296,r0 (CommandLineOptions.<init>));true;-1;true;true;510;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void debug()> $r84 = r0.outfile,r0 (CommandLineOptions.debug));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: boolean parseOptions(java.lang.String[])> r0.outfile = $r69,r0 (CommandLineOptions.parseOptions));false;0;false;true;622;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void debug()> $r56 = r0.outfile,r0 (CommandLineOptions.debug));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: boolean parseOptions(java.lang.String[])> r0.outfile = $r98,r0 (CommandLineOptions.parseOptions));false;0;false;true;586;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void debug()> $r24 = r0.outfile,r0 (CommandLineOptions.debug));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: boolean parseOptions(java.lang.String[])> r0.outfile = $r57,r0 (CommandLineOptions.parseOptions));false;0;false;true;537;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.Options: void initOptions()> r0.errorDump = varReplacer1618,r0 (Options.initOptions));BackwardQuery: (<org.apache.fop.apps.Options: void setCommandLineOptions(org.apache.fop.apps.CommandLineOptions)> $z2 = r0.errorDump,r0 (Options.setCommandLineOptions));true;74;false;true;500;false;true;0;false
BackwardQuery: (<org.apache.fop.pdf.PDFEncryption: void init()> $r7 = r0.userPassword,r0 (PDFEncryption.init));BackwardQuery: (<org.apache.fop.pdf.PDFEncryption: void <init>(int)> r0.userPassword = varReplacer2379,r0 (PDFEncryption.<init>));true;781;false;true;504;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void debug()> $r52 = r0.log,r0 (CommandLineOptions.debug));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void setLogger(org.apache.avalon.framework.logger.Logger)> r0.log = r1,r0 (CommandLineOptions.setLogger));true;-1;true;true;551;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void debug()> $r56 = r0.outfile,r0 (CommandLineOptions.debug));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: boolean parseOptions(java.lang.String[])> r0.outfile = $r61,r0 (CommandLineOptions.parseOptions));false;0;false;true;587;false;true;0;false
BackwardQuery: (<org.apache.fop.pdf.PDFEncryption: void <init>(int)> r0.allowCopyContent = varReplacer2377,r0 (PDFEncryption.<init>));BackwardQuery: (<org.apache.fop.pdf.PDFEncryption: void init()> $z1 = r0.allowCopyContent,r0 (PDFEncryption.init));true;785;false;true;424;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void setLogger(org.apache.avalon.framework.logger.Logger)> r0.log = r1,r0 (CommandLineOptions.setLogger));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void debug()> $r20 = r0.log,r0 (CommandLineOptions.debug));true;960;false;true;415;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void checkSettings()> $i1 = r0.outputmode,r0 (CommandLineOptions.checkSettings));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: boolean parseOptions(java.lang.String[])> r0.outputmode = varReplacer1349,r0 (CommandLineOptions.parseOptions));true;931;false;true;412;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: boolean parseOptions(java.lang.String[])> r0.outfile = $r43,r0 (CommandLineOptions.parseOptions));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void debug()> $r61 = r0.outfile,r0 (CommandLineOptions.debug));true;992;false;true;541;false;true;0;false
BackwardQuery: (<org.apache.fop.pdf.PDFDocument: org.apache.fop.pdf.PDFPages makePages()> $i0 = r0.objectcount,r0 (PDFDocument.makePages));BackwardQuery: (<org.apache.fop.pdf.PDFDocument: org.apache.fop.pdf.PDFRoot makeRoot(org.apache.fop.pdf.PDFPages)> r0.objectcount = $i1,r0 (PDFDocument.makeRoot));true;382;false;true;552;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void <init>(java.lang.String[])> r0.outfile = varReplacer1289,r0 (CommandLineOptions.<init>));BackwardQuery: (<org.apache.fop.apps.Fop: void main(java.lang.String[])> $r10 = r20.outfile,r20 (Fop.main));false;241;false;true;411;false;true;0;false
BackwardQuery: (<org.apache.fop.pdf.PDFEncryption: void <init>(int)> r0.digest = varReplacer2372,r0 (PDFEncryption.<init>));BackwardQuery: (<org.apache.fop.pdf.PDFEncryption: void init()> $r17 = r0.digest,r0 (PDFEncryption.init));true;680;false;true;416;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: boolean parseOptions(java.lang.String[])> r0.dumpConfiguration = $r7,r0 (CommandLineOptions.parseOptions));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: java.lang.Boolean dumpConfiguration()> $r1 = r0.dumpConfiguration,r0 (CommandLineOptions.dumpConfiguration));true;924;false;true;471;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.Fop: void main(java.lang.String[])> $r10 = r20.outfile,r20 (Fop.main));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: boolean parseOptions(java.lang.String[])> r0.outfile = $r98,r0 (CommandLineOptions.parseOptions));false;0;false;true;616;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void debug()> $r79 = r0.outfile,r0 (CommandLineOptions.debug));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: boolean parseOptions(java.lang.String[])> r0.outfile = $r74,r0 (CommandLineOptions.parseOptions));true;-1;true;true;424;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.Driver: org.xml.sax.ContentHandler getContentHandler()> $r10 = r0._treeBuilder,r0 (Driver.getContentHandler));BackwardQuery: (<org.apache.fop.apps.Driver: void <init>()> r0._treeBuilder = $r1,r0 (Driver.<init>));true;43;false;true;684;false;true;2;false
BackwardQuery: (<org.apache.fop.datatypes.ColorSpace: void <init>(int)> r0.currentColorSpace = i0,r0 (ColorSpace.<init>));BackwardQuery: (<org.apache.fop.datatypes.ColorSpace: int calculateNumComponents()> $i2 = r0.currentColorSpace,r0 (ColorSpace.calculateNumComponents));true;372;false;true;415;false;true;2;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void checkSettings()> $r27 = r0.xsltfile,r0 (CommandLineOptions.checkSettings));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void <init>(java.lang.String[])> r0.xsltfile = varReplacer1294,r0 (CommandLineOptions.<init>));true;765;false;true;579;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void checkSettings()> $r1 = r0.xmlfile,r0 (CommandLineOptions.checkSettings));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void <init>(java.lang.String[])> r0.xmlfile = varReplacer1295,r0 (CommandLineOptions.<init>));true;843;false;true;435;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void <init>(java.lang.String[])> r0.outfile = varReplacer1289,r0 (CommandLineOptions.<init>));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: boolean parseOptions(java.lang.String[])> r0.outfile = $r69,r0 (CommandLineOptions.parseOptions));true;671;false;true;523;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: boolean parseOptions(java.lang.String[])> r0.outfile = $r65,r0 (CommandLineOptions.parseOptions));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void debug()> $r74 = r0.outfile,r0 (CommandLineOptions.debug));false;542;false;true;433;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.Options: void loadUserconfiguration(org.xml.sax.InputSource)> $z1 = r0.errorDump,r0 (Options.loadUserconfiguration));BackwardQuery: (<org.apache.fop.apps.Options: void initOptions()> r0.errorDump = varReplacer1618,r0 (Options.initOptions));false;0;false;true;415;false;true;0;false
BackwardQuery: (<org.apache.fop.pdf.PDFDocument: org.apache.fop.pdf.PDFResources makeResources()> $i0 = r0.objectcount,r0 (PDFDocument.makeResources));BackwardQuery: (<org.apache.fop.pdf.PDFDocument: org.apache.fop.pdf.PDFRoot makeRoot(org.apache.fop.pdf.PDFPages)> r0.objectcount = $i1,r0 (PDFDocument.makeRoot));true;235;false;true;413;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineStarter: void run()> $r13 = r0.commandLineOptions,r0 (CommandLineStarter.run));BackwardQuery: (<org.apache.fop.apps.CommandLineStarter: void <init>(org.apache.fop.apps.CommandLineOptions)> r0.commandLineOptions = r1,r0 (CommandLineStarter.<init>));true;25;false;true;413;false;true;0;false
BackwardQuery: (<org.apache.fop.pdf.PDFDocument: org.apache.fop.pdf.PDFResources makeResources()> $i0 = r0.objectcount,r0 (PDFDocument.makeResources));BackwardQuery: (<org.apache.fop.pdf.PDFDocument: void <init>()> r0.objectcount = varReplacer1572,r0 (PDFDocument.<init>));true;361;false;true;610;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void setLogger(org.apache.avalon.framework.logger.Logger)> r0.log = r1,r0 (CommandLineOptions.setLogger));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void debug()> $r7 = r0.log,r0 (CommandLineOptions.debug));true;-1;true;true;545;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: boolean parseOptions(java.lang.String[])> r0.outfile = $r51,r0 (CommandLineOptions.parseOptions));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void debug()> $r92 = r0.outfile,r0 (CommandLineOptions.debug));false;488;false;true;549;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.Driver: org.xml.sax.ContentHandler getContentHandler()> $r4 = r0._renderer,r0 (Driver.getContentHandler));BackwardQuery: (<org.apache.fop.apps.Driver: void setRenderer(org.apache.fop.render.Renderer)> r0._renderer = r1,r0 (Driver.setRenderer));true;55;false;true;552;false;true;8;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: boolean parseOptions(java.lang.String[])> r0.outfile = $r57,r0 (CommandLineOptions.parseOptions));BackwardQuery: (<org.apache.fop.apps.Fop: void main(java.lang.String[])> $r9 = r20.outfile,r20 (Fop.main));false;495;false;true;549;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void setLogger(org.apache.avalon.framework.logger.Logger)> r0.log = r1,r0 (CommandLineOptions.setLogger));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void debug()> $r121 = r0.log,r0 (CommandLineOptions.debug));true;-1;true;true;629;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: org.apache.fop.apps.InputHandler getInputHandler()> $r2 = r0.xsltfile,r0 (CommandLineOptions.getInputHandler));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void <init>(java.lang.String[])> r0.xsltfile = varReplacer1294,r0 (CommandLineOptions.<init>));true;898;false;true;538;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: boolean parseOptions(java.lang.String[])> r0.fofile = $r53,r0 (CommandLineOptions.parseOptions));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void <init>(java.lang.String[])> r0.fofile = varReplacer1288,r0 (CommandLineOptions.<init>));true;755;false;true;545;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.Options: void loadStandardConfiguration()> $z0 = r0.errorDump,r0 (Options.loadStandardConfiguration));BackwardQuery: (<org.apache.fop.apps.Options: void <init>()> r0.errorDump = varReplacer1608,r0 (Options.<init>));true;72;false;true;637;false;true;0;false
BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: boolean parseOptions(java.lang.String[])> r0.inputmode = varReplacer1336,r0 (CommandLineOptions.parseOptions));BackwardQuery: (<org.apache.fop.apps.CommandLineOptions: void checkSettings()> $i3 = r0.inputmode,r0 (CommandLineOptions.checkSettings));true;-1;true;true;495;false;true;0;false
